,Division,Subdivision,E-Record,Folder,Author(s),Title,Abstract,Year
928,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2014-0064,"Blacklock, Alistair Douglas"," Scared Straight: Stigma, stress and sexual diversity in U","Major: Social Research and Public Policy Abstract: Adopting minority stress theory and stigma management theory for sexual
 minority youth, this study aims to understand how supportive and unsupportive environments
 engender different sexuality outcomes. Using a cross-classification variable comprised
 of sexual attraction, relationships and identity, this study examines the effects
 of individual-level and environmental-level indicators of school integration, religious
 fundamentalism, experience of prejudice, exposure to violence, and school sanctions.
 Using multinomial regression analysis of data from the National Longitudinal Survey
 of Adolescent Health, this study finds that unsupportive environments limit sexual
 fluidity and sexuality outcomes, particularly in female respondents, while there is
 also some indication that more supportive environments engender greater sexual diversity.
 Given the considerable psychological consequences of repressing one's sexuality, the
 findings of this study encourage policy interventions at the high-school level to
 foster greater education and inclusivity to overcome the additive stresses that sexual
 minority youth face, while encouraging further research into the dynamics of contemporary
 high schools.",2014
929,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2014-0078,"Borgeson, Jade Elizabeth", Volunteerism and Divergent Forms of Giving in the Abu Dhabi Community,"Major: Social Research and Public Policy Abstract: In the last 25 years (Ali, 1986), the Emirate of Abu Dhabi, as a subsidiary
 of the greater United Arab Emirates, has experienced a massive influx of immigration
 that has dramatically impacted the demographics and nature of the resident community
 in the capital. This growth has precipitated a diversification of the Abu Dhabi community,
 which has in turn affected the composition of the potential volunteer pool in the
 Emirate. Drawing upon existing literature on the motivation to volunteer and perceptions
 of volunteerism across varying sociocultural backgrounds, this study investigates
 the nature and function of volunteerism in the Emirate through analysis of interviews
 with local volunteer coordinators, complemented by exploratory statistical analysis
 of a non-probability sample of 209 digital surveys completed by local residents. Findings
 show that differences in volunteers' sociocultural and demographic backgrounds correlate
 with respondents' reported motivations, conceptions, and integration into the local
 volunteer landscape, and that diverse orientations towards volunteerism are represented
 within the Emirate.",2014
930,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2014-0088,"Del Carril, Nicole Lopez", Volunteerism and Divergent Forms of Giving in the Abu Dhabi Community,"Major: Social Research and Public Policy Abstract: In the last 25 years (Ali, 1986), the Emirate of Abu Dhabi, as a subsidiary
 of the greater United Arab Emirates, has experienced a massive influx of immigration
 that has dramatically impacted the demographics and nature of the resident community
 in the capital. This growth has precipitated a diversification of the Abu Dhabi community,
 which has in turn affected the composition of the potential volunteer pool in the
 Emirate. Drawing upon existing literature on the motivation to volunteer and perceptions
 of volunteerism across varying sociocultural backgrounds, this study investigates
 the nature and function of volunteerism in the Emirate through analysis of interviews
 with local volunteer coordinators, complemented by exploratory statistical analysis
 of a non-probability sample of 209 digital surveys completed by local residents. Findings
 show that differences in volunteers' sociocultural and demographic backgrounds correlate
 with respondents' reported motivations, conceptions, and integration into the local
 volunteer landscape, and that diverse orientations towards volunteerism are represented
 within the Emirate.",2014
931,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2014-0094,"Gamble, Symone Shanice", Dominance and Antidominance as Motives of Groups in Conflict,"Major: Social Research and Public Policy Abstract: Groups that are more powerful in a conflict will often characterize less
 powerful groups as trying to gain power for the purposes of domination. But it is
 not clear that these are the motives of the less powerful. Our study considers the
 conflict of gay marriage in the United States. Through a content analysis of texts
 of representatives of higher-power, anti-gay marriage authors and lower-power, pro-gay
 marriage authors, we show that while higher power groups in a conflict consistently
 characterize the lower power group as trying to dominate, no such evidence can be
 found in the writings and speeches of low-power groups. Instead, lower-power groups
 use language of resisting domination by demanding equal treatment, respect and dignity.
 The paper concludes with a discussion of the theoretical and political implications
 of these findings as well as possibilities for future research.",2014
932,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2014-0072,"Gancheva, Darina Nevelinova"," Programmatic and Voting Cohesion of European Political Groups in the 7th European
                                 Parliament","Major: Social Research and Public Policy Abstract: This study diagnoses whether European parties fulfill their function as
 the primary mechanism for European representation and delegation. The EU party system
 functions at two levels: national and supranational. At the European elections, EU
 citizens vote for a national party of their choice. After the elections, the national
 parties that have received enough votes enter the EP and join one of the transnational
 European political groups (""EP factions""). These groups are conglomerates of different
 national parties and form coalitions based on – what they claim to be – a shared ideology.
 This study examines 1) whether the EP factions are programmatically cohesive, and
 2) whether programmatic cohesion, rather than intra-faction pressure, is what explains
 the high voting cohesion rates of EP factions. Discriminant analysis based on the
 programmatic profiles of national parties suggests that EP factions are programmatically
 cohesive units. Variation in the voting agreement rates, however, is mostly due to
 intra-faction pressure, more prominent in the mainstream pro-EU factions. The programmatic
 cohesion and voting efficacy of EP factions prove that EP elections and the legislative
 process are becoming increasingly European and decreasingly national.",2014
933,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2014-0069,"Gonullu, Damla"," The Role of Race in Mental Health: A Study on the Children of Cuban Immigrants in
                                 Florida","Major: Social Research and Public Policy Abstract: The racial disparities in mental health are well documented, and there are
 many studies examining the link between race and mental health. In this paper, I model
 this relationship by comparing the differences in the depression index scores of Cuban
 children with differing races and then examining two pathways (discrimination and
 acculturation) that may contribute to the difference in scores of White and Black/Multiracial
 Cuban immigrant children to the US. Results indicate that this model provides support
 for the hypothesis that there is a statistically significant difference in the average
 depression index scores of White and Black/Multiracial Cuban children. However, this
 model does not provide support for the two pathways that may contribute to those differences.
 This study provides a unique lens with which to explore the relationship between race
 and mental health. Unlike other studies of its kind, it focuses on self-reported discrimination,
 combines racial discrimination with acculturation, and uses quantitative analysis
 to better understand this relationship within a highly specific immigrant group, Cuban
 immigrants.",2014
934,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2014-0062,"Mehra, Abhishek"," On Fertility, the Preference for Sons and Child Mortality in India","Major: Social Research and Public Policy Abstract: The social development theory of demographic transition holds that demographic
 trends, especially the level of fertility, reflect the degree to which political and
 economic institutions reflect social justice (Ratcliffe, 1978). The falling fertility
 rates in India in the last few decades are thought to reflect the success of the processes
 and policies with the potential to empower women. Au contraire, similar amount of
 literature exists that argues otherwise - that falls in fertility are believed to
 be occurring independent of social development. The purpose of this paper is to analyze
 the changing gender differential in child mortality (which is a reflection of either
 an intensification or a reduction in the effect of son preference), when there is
 a fall in fertility. This question is analyzed using two waves of NFHS data to build
 on the work of Basu (1999) and Gupta and Bhat (1997). I find that in states that were
 already characterized by a preference for sons, a fall in fertility at a relatively
 faster pace saw the gender differential in child mortality increase significantly,
 indicating an intensification of existing son preference at lower parities. This paper
 ends with policy suggestions.",2014
935,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2014-0084,"Radler, Meike Sydney", The social mobility processes of second-generation,"Major: Social Research and Public Policy Abstract: Based on data from semi-structured interviews, this study investigates the
 social mobility strategies employed by upwardly mobile German-Turkish women living
 in Berlin. Using educational attainment and labour market achievement as objective
 indicators of upward mobility, the subjects fit into three categories of social mobility
 trajectories. Important processes for upward mobility are identified within these
 categories, using the framework of Bourdieu's theory of capital. In some cases, the
 domestic transmission of cultural capital is essential for upward mobility, while
 in others it is a context-specific resource for effective decision-making. Moreover,
 an expansion of social capital to extend beyond isolated ethnic communities is decisive
 for all subjects; either for its conversion into necessary cultural capital or through
 the avoidance of some of the negative effects of social capital on women in certain
 tightly-bound ethnic communities. While the mobilisation of ethnicity is useful for
 the upward mobility of a subgroup of German-Turkish women, it is a limitation for
 others. Finally, regardless of social mobility trajectory categorization, subjects
 are unified by their lack of symbolic capital in mainstream German society. The strategies
 they employ to counter this are found to be more assertive and focused on Germany
 than those employed by the previous generation.",2014
936,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2014-0097,"Taylor, Thomas Llewellyn Mussared"," ""This is a Bangla Place"": Identity Claims to Public Space in Downtown Abu Dhabi","Major: Social Research and Public Policy Abstract: There is a square in downtown Abu Dhabi that is known to Bangladeshis of
 the city as khajur tola. This place has, for almost forty years, been a site of gathering
 for Bangladeshis. This paper will examine the ways in which this public space in Abu
 Dhabi is informed with a Bangladeshi identity and how a community that is marginalised
 comes to make claims to space. The paper will argue that in this community's claims
 to public space, they assert a right to belong in the city. That right is contested
 by both active municipality control but also broader social processes that are eroding
 the sense of place made here.",2014
937,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2014-0102,"Wang, Xue-Lian Charlotte", Not Yet Saved: Storytelling and the Social Process of Conversion,"Major: Social Research and Public Policy Abstract: This thesis explores the processes of becoming and being a Christian in
 a Chinese Evangelical Christian congregation in Abu Dhabi, combining life history
 interviews with participant observation to study the ways in which stories and social
 practice are constitutive of individual identity and group cohesion. Specifically,
 I focus on the stories and rituals that enable the learned process of self-transformation.
 I argue that immediate acts of social coordination combine with the practice of telling
 and listening to conversion narratives to incorporate new and potential converts into
 the congregation. Individuals begin to think of themselves as Christian converts through
 physical practices that situate them in the religious community and narrative practices
 that reconstitute their past and coordinate their futures.",2014
938,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2015-0048,"Gobena, Caroline"," A Window Into Private Opinions: Facebook and Changes to the Migration Discourse in
                                 Germany in 2014","Major: Social Research and Public PolicyAbstract: PEGIDA, Patriotic Europeans against the Islamization of the Occident, emerged
 in December 2014 urging for changes to policies allowing Muslim migration to Germany.
 By analyzing Facebook comments published throughout the year 2014, I ask how PEGIDA
 influenced a change in the migration discourse on Facebook in Germany. I find, that
 the rise of PEGIDA in December 2014 encouraged a shift in the migration discourse
 on Facebook. It reoriented the debate from discussing immigration to rejecting right
 wing nationalist ideology. As PEGIDA supporters amplified their presence on Facebook,
 commenters concerned with the extremist discourse overshadowed those in support of
 immigration. Immigrants themselves were not the primary topic of discussion in the
 migration discourse in December.This is an example of discursive deflection, as the silence regarding immigrants resulted
 from individuals becoming focused on nationalist stances on migration. The discursive
 deflection in this research is not unique to Facebook users in Germany. It emerged
 across social circles and mediums, as individuals turned to defend political correctness
 amidst a rising nationalist discourse. Facebook comments nonetheless provide an insightful
 window into discursive deflection, because they make visible a multitude of private
 opinions, which would not otherwise become public knowledge.",2015
939,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2015-0047,"Naslund, Cambria Marjorie Melanie", A Worthy Cause?: How Social Meanings of Illness Impact the Success of Medical Crowdfunding,"Major: Social Research and Public PolicyAbstract: In the past decade, crowdfunding has emerged as an alternative point of
 access to economic resources. The crowdfunding of medical bills is of particular interest
 given rising healthcare costs, but has received little attention in research on the
 dynamics of crowdfunding. As the general public evaluates which cases are worthy of
 their donations, it becomes increasingly important to understand the factors accounting
 for differences in donation behavior. One factor specific to this type of crowdfunding
 is represented by the categories of illness that individuals cite in their requests
 for donations. Diagnostic categories are both shaped by and shape social meanings
 and valuations of illness and the ill. Using a dataset of over 40,000 medical fundraising
 campaigns from the crowdfunding platform, GoFundMe, this research finds that existing
 theories of social meanings and value rankings of illnesses predict differences in
 financial support in the context of medical crowdfunding. The implications of these
 findings are discussed and directions for future research are proposed.",2015
940,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2015-0053,"Pasternac, Oleg"," Post-Soviet Identity in the ""Russian"" Restaurants of Abu Dhabi","Major: Social Research and Public PolicyAbstract: This thesis explores the complexness of identity of the post-Soviet nations
 in the restarurants of Abu Dhabi, combining interviews of the employees with participant
 observations to study the presence and strength of the Soviet legacy in the environments
 of the restaurants. Specifically, I focus on the stories and contents of the restaurants,
 which have a unifying effect on the people of the post-Soviet nations, such as common
 language and cuisine, and evaluate the significance of these effects on the perception
 of identity.I argue that despite the fact that it has been approximately 25 years since the fall
 of the Soviet Union, as well as despite various nationalistic movements in the post-Soviet
 states, the Soviet legacy remains strong. I further argue that the identities of the
 post-Soviet nations are neither nationalistic, nor Soviet, but rather a mix of both,
 having numerous unique features, yet simultaneously sharing numerous cultural aspects
 with the people of the ex-Soviet Union.",2015
941,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2015-0046,"Rehman, Arfa", Embeddedness of Entrepreneurial Activity: The Case of the United Arab Emirates,"Major: Social Research and Public PolicyAbstract: The research question this study explores is: what motivations do Emirati
 entrepreneurs ascribe to their entrepreneurial activity, and how does the context
 of the United Arab Emirates (UAE) influence these motivations? Using data collected
 from interviews with Emirati entrepreneurs, as well as representatives of organizations
 that promote entrepreneurship in the UAE, I investigate the different rationales behind
 entrepreneurial activity of Emirati entrepreneurs in tandem with the social, cultural,
 and institutional dimensions of the entrepreneurial context of the UAE. The findings
 reveal that most Emirati entrepreneurs pursue entrepreneurship with intrinsic motivations
 of following their passions, proving themselves through a personal challenge, and
 most commonly, making a social or cultural contribution to the UAE and to the larger
 Arab world. I conclude that specific aspects of the entrepreneurial context of the
 UAE give rise to a purposeful and value-focused nature of entrepreneurship, where
 economic motives are absent or secondary. The study contributes to the literature
 in economic sociology that finds entrepreneurial activity to be socially embedded,
 and guided by factors other than economic self-interest.",2015
942,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2015-0055,"Sotoudeh, Ramina"," ""A Match Made in Heaven"": Spousal Selection Among Iranians","Major: Social Research and Public PolicyAbstract: Romantic love, especially in the context of marriage, has been the topic
 of much attention and debate in recent academic and non-academic discussions. The
 debate however is often centered on the necessary societal and cultural conditions
 for producing romantic love in marriage. This paper aims to take a different perspective
 on the interaction of culture and romantic love. Instead of looking at culture as
 a direct cause of the role, structure and view of love in marriage among Iranians,
 this paper follows more contemporary views of culture as heterogeneous and context-specific
 rather than a singular and uniform driving force of all action. Using Latent Class
 Analysis, I uncover classes of people who have different constellations of preferences
 for selecting their spouse. This analysis reveals that love can be simultaneously
 associated with other values, which prima facie appear contradictory. This paper finds
 that love can have different meanings to different people depending on the constellation
 of other mate selection criteria with which it is chosen and associated; and therefore,
 that coherence is contextually established.",2015
943,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2016-0058,"Cricco, Nino", Is Getting Pregnant the Worst? Attitudinal Responses to Peer's Pregnancies,"Cultural explanations of adolescent pregnancy suggest that normative attitudes in
 an individual's social context can play an important role in mediating pregnancy incidence.
 This study investigates the inverse relationship by examining changes in individuals'
 attitudes towards pregnancy in response to an instance of pregnancy in their peer
 group. I find that individuals who are exposed to pregnancy in their peer groups have
 higher rates of change in pregnancy attitudes than individuals who are not exposed
 to pregnancy in their peer groups. On average, however, individuals are not more likely
 to change their attitudes in a positive or negative direction. These results suggest
 that exposure to pregnancy at the peer group level changes individual's attitudes
 towards pregnancy, but not in a predetermined way. Further results suggest that while
 characteristics of the individual's social context may not be important in shaping
 individual's attitudinal responses to their peer's pregnancies, the normative climates
 in which individuals are embedded do shape how individuals respond to their peers'
 pregnancies.",2016
944,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2016-0054,"Kim, Keeryung"," Political Timing of Non-political News: A Study on Political Scandals and Celebrity
                                 Gossip","Scandals are costly to the social and political life of politicians. To minimize the
 political cost of scandals, politicians may attempt to reduce the public attention
 given to the news. In this article I examine whether celebrity gossip is released
 in tandem with political scandals, testing a widespread media conspiracy theory in
 South Korea. I hypothesize that the more political scandals are in the news, the more
 celebrity gossip we observe. Using unique data on popular news stories in South Korea,
 I test this hypothesis. Both the linear correlation and the time series analysis of
 gossip and scandals show that there is more celebrity news on days when there are
 political scandals. This finding supports the popular belief in Korea that the timing
 of celebrity gossip is manipulated to crowd out political scandals.",2016
945,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2016-0053,"Sarkozi, Eszter"," Towards Novel Approaches to Memory Work: Guided Tours at the Memorial to the Murdered
                                 Jews of Europe, Berlin","Based on ethnographic research of guided tours for German high school students at
 the Memorial to the Murdered Jews of Europe in Berlin, this paper examines guiding
 strategies at a remembrance site within the emerging ""counter-monument"" phenomenon.
 Attempting to resist redemption from the task of remembrance, the architect provided
 no interpretation about his artwork, encouraging visitors to develop their own meaning.
 Maintaining multiple interpretations during a tour is the central strategy practiced
 by guides. I argue that such presence of multiple ideas not only demonstrates to participants
 that there is no single correct interpretation, but it also resists closure with the
 memorial. I further argue that, in the context of this memorial, guiding techniques
 empower students with a sense of authority as meaning-makers and direct them towards
 a novel approach to memory work that invites individuals to confront the difficulties
 of remembering, engendering it as a continuous process.",2016
946,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2017-0041,"Clingan, Lauren"," It's Not About the Money: Negotiating Emirati Masculinity amid State Promotion of
                                 Women's Employment","This study explores Emirati men's gendered identity negotiations in relation to state-promoted
 women's employment in the United Arab Emirates. Drawing from a series of qualitative,
 in-depth interviews, I adopt a social identity and gender constructivist analytical
 approach to understand intersectional Emirati masculinity in flux. I argue that state-promoted
 women's work challenges a codified ideal masculinity, encouraging men's aspiration
 to and practice of shared breadwinning, while impacting the gendering of childcare
 less. I also examine Emirati men's experiences of women-centered state policy, finding
 that their concern over status decline and support for women's work are not mutually
 exclusive. Especially evident in their relational comparisons to other men, awareness
 of international notions of modernity and stereotyped Arab masculinity pervade Emirati
 men's social identity construction. This study deepens understandings of intersectional
 Emirati masculinity and highlights conditions that challenge strict gender norms.",2017
947,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2017-0040,"Galgano, Annalisa"," Tomorrow's Neighbors: Strategies for Temporary Refugee Integration in Athens, Greece","Between 2015 and 2016, over one million migrants and refugees entered Greece via the
 Mediterranean Sea. After Greece's northern borders closed and the EU signed a migration
 agreement with Turkey in 2016, 60,000 asylum seekers found themselves confined in
 Greece, where the asylum application process can last over a year. This paper discusses
 the need for temporary refugee integration and seeks to answer the questions: what
 are the main barriers to refugee integration in Athens, and how can policymakers facilitate
 the temporary integration of refugees into the city? Data for this study was collected
 during two rounds of field interviews in Athens in 2016. Respondents were sampled
 from three categories: refugees (n=46), direct service providers working for nongovernmental
 organizations (n=27), and independent volunteers (n=13). These conversations revealed
 many barriers to refugee integration in Athens, including poor employment prospects,
 secluded accommodation, and refugees' reluctance to stay in Greece. However, several
 factors that could improve integration prospects were identified, including English
 and Greek language learning, mentorship from other migrants, and stable accommodation.
 This paper concludes with a series of policy recommendations for service providers
 to encourage the temporary integration of refugees in Athens.",2017
948,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2017-0042,"Mohajer, Lotus"," The ""Many Hats"" Worn:  Discourses on Women and Work in Oman","This research project explores the experiences of Omani female lawyers and engineers
 and compares their narratives to dominant policy discourses about women's employment
 in Oman. I investigate sex segregation in the workforce through semi-structured interviews
 and discourse analysis. The women interviewed reproduce some policy discourses, but
 always as pertaining to ""other"" women who are deemed more traditional. However, some
 of the women's narratives diverge from policy discourses, presenting a more complex
 reality, for example, in the case of familial relations. Furthermore, women discussed
 structural challenges faced in the workplace, a notion that the policy discourse misses.
 Challenges women face are over attributed to culture, tradition, individual efforts
 and mindsets of women through the influence of modernization and development narratives.
 This over-attribution overshadows structural barriers preventing necessary policy
 level change to occur. This study also aims to counter exceptionalist narratives on
 the region and reveals far more complex lived realities of Omani women.",2017
949,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2018-0153,"Al Aamry, Ahmed"," The Evolution and Modernization of Families, Marriage and Weddings Across Three Generations
                                 in the United Arab Emirates","With increased modernization in the UAE, many traditional and cultural aspects of
 Emirati life have been impacted attracting notable changes to the way the traditional
 customs of marriage are conducted. Due to the fast rate of development and modernization
 of the country, these changes are noticeable among current generations in the country.
 With primary research conducted across three generations, the customs of Emirati weddings
 have indicated changes in as little as a few years. Identifying the major changes,
 as well as nuances, in the customary wedding traditions in the UAE across three generations
 have demonstrated the direct impact of modernization and urbanization on the Emirati
 culture.",2018
950,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2018-0134,"Alfoulathi, Fakhera Mohamed", Mental Health Perceptions Among Emirati Youth,"This study compares mental health perceptions of Emirati youth, those who have experienced
 mental illnesses and those who have not, with what they believe are their parents
 perceptions and beliefs on mental health. The aim of this study is to understand the
 stigma associated with mental illness in the UAE using 12 semi-structured interviews,
 with youth ranging from the age of 18-26. The data proves that stigma stems from the
 generational difference between the mentalities of the youth and their parents. The
 first difference is illustrated through their different understanding of the relationship
 between faith and mental illness, and the second difference is demonstrated through
 the legitimacy and illegitimacy of mental illness. The youth exhibited complex relationships
 between faith and mental illness whereas older generations were portrayed to have
 a straightforward understanding, believing that there is a causal relationship between
 faith and mental health. Moreover the youth advocated for the legitimacy of mental
 illness through the use of medical intervention. On the other hand, they believed
 their parents would prefer religious intervention instead of medical intervention
 because they did not believe in the legitimacy of mental illnesses. The youths understanding
 of their parents perceptions on mental illnesses influence their own.",2018
951,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2018-0144,"Almehrzi, Shereena Salem", The Case of Emirati Parents: Making Sense of Child Abuse and Children's Rights,"This paper is an attempt to unravel how Emirati parents come to understand children's
 rights, specifically child abuse, and how that relates to their practices of parenting
 and discipline. Through semi-structured interviews, this paper taps into the lives
 of Emirati parents, in light of the introduction of Wadeema's Law and its supporting
 policies. To examine the case of Emirati parents, the frameworks of sense making and
 the critiques of human rights are used to analyze parents' responses. Parents take
 part in dynamic negotiations to reconcile ideas of discipline and parenting. They
 attempt to raise confident, well-mannered and socially integrated children, under
 conditions that are more challenging from the ones in which they were raised. Parents
 understand children's rights as merely providing the children with a ""good life"".
 In an ever-changing society, the parents try to uphold the ways in which parenting
 is done, by solving problems within the family and attempting to maintain the power
 dynamic.",2018
952,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2018-0120,"AlMemari, Maitha", Emirati Youths' Academic Decision-Making,"This study explores how Emirati youth make decisions about higher education, what
 are the factors that influence them and what is their decision-making process. This
 study draws from a series of in-depth, semi-structured interviews related to academic
 decisions with Emirati youth from different universities within and outside of the
 UAE. Qualitative analysis sheds light on the complex process of transitioning from
 high-school to university from the perspective of the youth. Given the fact that there
 is no in-depth study of how Emirati youth make decisions regarding higher education
 and the flawed media portrayal of youths' academic trends, my research is crucial
 to filling that gap. This study extends on the findings of developmental studies,
 which critically look at how developmental discourse sometimes overstates the role
 of families in traditional societies and overlooks the agency of the youth. The study
 found that through the narratives of the Emirati youth an accurate portrayal would
 highlight the variation and the various factors; prospective employment, individualistic
 approach, institutional support, patriotic motives, and location of the university,
 that influence the youths' decision-making process in the UAE.",2018
953,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2018-0113,"Al Suwaidi, Mahra", Caregiver Turned Breadwinner: Undermining the Ideal Type of Marriage,"There are expectations of the ideal type of relationship in a marriage, where, for
 instance, the husband is the primary breadwinner of the household and the wife is
 the chief caregiver of the family. What happens when the wife's employment upsets
 the ""normal"" or ""traditional"" household arrangement? While the UAE can be characterized
 by a traditional gender ideology, it is also a modernizing country and the composition
 of the workforce is changing. Through in-depth interviews of employees at the Abu
 Dhabi Judicial Department, the Abu Dhabi Judicial Academy and the Family Guidance
 Division, I will explore how four factors, collectively, undermine the ideal type
 of marriage within Emirati couples. The aim of this research is not necessarily a
 depiction of how many Emirati divorces fell victim to these factors, but how this
 process works. Knowing this reveals the implications of the traditional and the modernizing
 self living together, displaying the potential issues that could arise when women's
 work becomes an issue in a marriage, how the ""traditional"" household arrangement still
 stands strong with some Emirati families, and how conclusions of Western literature
 can be generalizable to the Arab-Muslim world, particularly the UAE, filling a potential
 gap in current literature.",2018
954,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2018-0118,"Dahab, Zaid Abu", Dokha Diffusion Outside the UAE,"This capstone focuses on how an alternative tobacco product, 'dokha', spreads beyond
 its regional use in the UAE and into new environments. Through in-depth interviews
 with dokha users in London, I explore the mechanisms by which and the reasons for
 which dokha use in London has recently proliferated. Users are typically exposed to
 dokha through social settings in which a person who has brought dokha from the UAE
 provides the opportunity for a first trial. Afterwards, users continue to smoke dokha
 for a number of reasons, the most compelling of which is the physiological effect,
 or namesake 'buzz', that it provides. I find that while dokha's spread is somewhat
 reminiscent of that of other alternative tobacco products, namely waterpipe or 'shisha',
 several of dokha's characteristics set it apart from other products, and I argue that
 understanding these differences is vital to the development of effective policies
 regarding dokha cessation and prevention.",2018
955,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2018-0132,"Eckert, Max B"," It Takes Two (To Make a Thing Go Right): A Study of Factors Influencing Stress and
                                 Self-Efficacy of Teachers Working with Refugees at German Vocational Schools","This capstone provides an in-depth study of stress and self-efficacy of teachers working
 with refugee students at vocational schools in the state of Schleswig-Holstein. As
 the result of large-scale international migration, over 300,000 minor refugees currently
 attend public schools across Germany's 16 federal states. Research has demonstrated
 the benefits of refugees' medium- to long-term integration into the workforce, which
 reduces welfare costs, increases government revenue, and fosters social integration.
 As many refugee students currently lack linguistic and employability skills, vocational
 schools, and teachers face increasing challenges of addressing the unique needs of
 refugee students adequately. Combining field work, interviews, and survey data, I
 analyse the situation of refugees at vocational schools from the perspective of teachers.
 Assessing teacher quality through the concept of teacher self-efficacy, my research
 is guided by the empirical research question ""What factors influence teachers' stress,
 motivation, and self-efficacy working with refugees at German vocational school?""
 Findings highlight the impact of motivation on teacher quality, and underscore the
 need for refugee-specific teacher training.",2018
956,"Social Sciences Division Projects, 2014-2022",Social Research and Public Policy,E-records: AD-MC-004,Folder : 2018-0147,"Kazemi, Abda"," The Effect of Bilingualism on Socioeconomic Outcomes for Second-Generation Immigrants
                                 in the United States","The United States is home to the greatest diversity of immigrants from both social
 and national origins. The population of interest, second-generation immigrants, consist
 of the most and least educated citizens with the highest and lowest rates of poverty.
 The disparity in wealth reflects the socioeconomic implications of immigration in
 the U.S., especially on the American economy. The second generation is also a linguistically
 rich population, of which most speak a mother-tongue language in addition to having
 native fluency in English. The purpose of the study was to examine whether bilingualism
 of second-generation immigrants has a positive effect on their socioeconomic outcomes.
 The study uses online cross-sectional survey responses from self-identified second-generation
 immigrants in the U.S. (n=3215). The linear regression analysis shows that bilingual
 second-generation immigrants have higher earnings relative to their English monolingual
 counterparts; children of Chinese immigrants outperform their second-generation peers;
 there is no effect of signaling bilingualism in the resume, and all levels of bilingualism
 improve occupational status. Thus, I conclude that investment in bilingualism for
 second-generation immigrants will be beneficial for American economy and society.",2018
